Transaction_ID,Date,Scope,Category,Description,Amount,Income_vs_Expense,Profit_vs_Loss,Balance_Sheet_Category,Debit_vs_Credit,Payment_Method
TXN-10349,2025-07-01,Business,Office Rent & Lease,Commercial property rental fee,5431.23,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10056,2025-07-01,Business,Office Rent & Lease,Commercial property rental fee,3406.1,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10099,2025-07-01,Household,Utilities,"Electricity, water, and gas bills",251.63,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10898,2025-07-02,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,150.76,Expense,Loss,Asset,Debit,Checking Account
TXN-10942,2025-07-02,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",2295.69,Asset Acquisition,Neutral,Asset,Debit,Wire Transfer
TXN-10326,2025-07-03,Household,Salary / Wages,Monthly salary direct deposit,5264.95,Income,Profit,Asset,Credit,Credit Card
TXN-10922,2025-07-03,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,6367.9,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10775,2025-07-03,Household,Groceries,Supermarket purchase (food/supplies),239.89,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11176,2025-07-03,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,718.64,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10497,2025-07-04,Household,Salary / Wages,Monthly salary direct deposit,4439.08,Income,Profit,Asset,Credit,Cash
TXN-10659,2025-07-04,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",324.74,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10720,2025-07-04,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1453.06,Expense,Loss,Liability,Debit,Credit Card
TXN-10967,2025-07-04,Household,Groceries,Supermarket purchase (food/supplies),40.8,Expense,Loss,Asset,Debit,Checking Account
TXN-10178,2025-07-05,Business,Office Rent & Lease,Commercial property rental fee,4360.13,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10013,2025-07-05,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",4668.26,Asset Acquisition,Neutral,Asset,Debit,Digital Wallet
TXN-10482,2025-07-05,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2037.7,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10495,2025-07-05,Household,Investment Returns,Stock dividend or savings interest payout,259.29,Income,Profit,Asset,Credit,Checking Account
TXN-10040,2025-07-05,Household,Utilities,"Electricity, water, and gas bills",273.32,Expense,Loss,Liability,Debit,Cash
TXN-10417,2025-07-05,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,1127.61,Equity Withdrawal,Neutral,Equity,Debit,Cash
TXN-10117,2025-07-06,Household,Credit Card Payment,Credit card balance payoff from checking account,760.69,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10293,2025-07-06,Business,Loan Interest Expense,Interest charge on business debt/credit lines,562.65,Expense,Loss,Liability,Debit,Checking Account
TXN-11070,2025-07-07,Household,Utilities,"Electricity, water, and gas bills",236.44,Expense,Loss,Liability,Debit,Checking Account
TXN-10841,2025-07-07,Business,Office Rent & Lease,Commercial property rental fee,3958.6,Expense,Loss,Liability,Debit,Credit Card
TXN-10542,2025-07-07,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2764.9,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10762,2025-07-07,Household,Investment Returns,Stock dividend or savings interest payout,169.73,Income,Profit,Asset,Credit,ACH Transfer
TXN-10875,2025-07-08,Household,Salary / Wages,Monthly salary direct deposit,3202.35,Income,Profit,Asset,Credit,Wire Transfer
TXN-10353,2025-07-08,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,844.66,Transfer,Neutral,Liability,Debit,Cash
TXN-10083,2025-07-09,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,114.05,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10973,2025-07-09,Household,Investment Returns,Stock dividend or savings interest payout,443.89,Income,Profit,Asset,Credit,Cash
TXN-10017,2025-07-09,Household,Investment Returns,Stock dividend or savings interest payout,184.08,Income,Profit,Asset,Credit,Digital Wallet
TXN-10649,2025-07-09,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",100.29,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10484,2025-07-10,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2330.91,Expense,Loss,Asset,Debit,Checking Account
TXN-10541,2025-07-11,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",20487.74,Expense,Loss,Liability,Debit,Cash
TXN-10275,2025-07-11,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2267.3,Expense,Loss,Asset,Debit,Credit Card
TXN-10344,2025-07-11,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",573.78,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10937,2025-07-11,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2268.17,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10621,2025-07-11,Business,Office Rent & Lease,Commercial property rental fee,5967.85,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10562,2025-07-12,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,3196.27,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10622,2025-07-13,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",318.62,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10943,2025-07-13,Household,Investment Returns,Stock dividend or savings interest payout,160.34,Income,Profit,Asset,Credit,Digital Wallet
TXN-10736,2025-07-13,Business,Office Rent & Lease,Commercial property rental fee,1832.84,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10555,2025-07-14,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",1790.1,Asset Acquisition,Neutral,Asset,Debit,Digital Wallet
TXN-10374,2025-07-14,Household,Dining Out,Restaurant bill / food delivery,70.92,Expense,Loss,Asset,Debit,Credit Card
TXN-10569,2025-07-14,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,3187.28,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-11102,2025-07-14,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",6020.4,Asset Acquisition,Neutral,Asset,Debit,Wire Transfer
TXN-10707,2025-07-14,Household,Dining Out,Restaurant bill / food delivery,89.73,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10104,2025-07-15,Household,Utilities,"Electricity, water, and gas bills",271.88,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10825,2025-07-15,Household,Dining Out,Restaurant bill / food delivery,96.21,Expense,Loss,Asset,Debit,Credit Card
TXN-10285,2025-07-15,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,208.73,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10303,2025-07-15,Business,Loan Interest Expense,Interest charge on business debt/credit lines,625.69,Expense,Loss,Liability,Debit,Cash
TXN-10917,2025-07-15,Household,Salary / Wages,Monthly salary direct deposit,5236.71,Income,Profit,Asset,Credit,Cash
TXN-10284,2025-07-16,Household,Credit Card Payment,Credit card balance payoff from checking account,1309.34,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10831,2025-07-16,Business,Loan Interest Expense,Interest charge on business debt/credit lines,296.07,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10771,2025-07-16,Business,Loan Interest Expense,Interest charge on business debt/credit lines,346.13,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10261,2025-07-17,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",24745.11,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10838,2025-07-17,Business,Owner's Equity Injection,Capital contributed by business owner/investor,10073.46,Equity Injection,Neutral,Equity,Credit,ACH Transfer
TXN-10714,2025-07-17,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,1135.75,Income,Profit,Asset,Credit,ACH Transfer
TXN-10114,2025-07-17,Household,Utilities,"Electricity, water, and gas bills",277.89,Expense,Loss,Liability,Debit,Credit Card
TXN-10770,2025-07-18,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,3927.67,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-11140,2025-07-18,Household,Utilities,"Electricity, water, and gas bills",224.65,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10310,2025-07-18,Household,Dining Out,Restaurant bill / food delivery,62.63,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10151,2025-07-19,Business,Product Sales Revenue,Direct cash/card sales to customers,3862.5,Income,Profit,Asset,Credit,ACH Transfer
TXN-10708,2025-07-19,Household,Dining Out,Restaurant bill / food delivery,48.25,Expense,Loss,Asset,Debit,Checking Account
TXN-10154,2025-07-19,Household,Salary / Wages,Monthly salary direct deposit,3676.45,Income,Profit,Asset,Credit,Digital Wallet
TXN-10765,2025-07-20,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",4732.93,Asset Acquisition,Neutral,Asset,Debit,Cash
TXN-10945,2025-07-20,Business,Loan Interest Expense,Interest charge on business debt/credit lines,645.53,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10817,2025-07-22,Household,Groceries,Supermarket purchase (food/supplies),171.38,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10616,2025-07-22,Household,Salary / Wages,Monthly salary direct deposit,3390.6,Income,Profit,Asset,Credit,Checking Account
TXN-10438,2025-07-22,Household,Groceries,Supermarket purchase (food/supplies),145.42,Expense,Loss,Asset,Debit,Credit Card
TXN-10370,2025-07-22,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,344.87,Expense,Loss,Asset,Debit,Checking Account
TXN-10758,2025-07-22,Business,Office Rent & Lease,Commercial property rental fee,1631.37,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10376,2025-07-23,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2551.18,Expense,Loss,Liability,Debit,Checking Account
TXN-10584,2025-07-23,Household,Groceries,Supermarket purchase (food/supplies),205.47,Expense,Loss,Asset,Debit,Credit Card
TXN-10971,2025-07-23,Business,Product Sales Revenue,Direct cash/card sales to customers,2198.61,Income,Profit,Asset,Credit,Digital Wallet
TXN-10701,2025-07-23,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",7291.77,Asset Acquisition,Neutral,Asset,Debit,Cash
TXN-10171,2025-07-23,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",23712.35,Expense,Loss,Liability,Debit,Credit Card
TXN-10133,2025-07-24,Business,Owner's Equity Injection,Capital contributed by business owner/investor,15979.3,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-10469,2025-07-24,Business,Office Rent & Lease,Commercial property rental fee,4844.88,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10074,2025-07-26,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,59.56,Expense,Loss,Asset,Debit,Wire Transfer
TXN-11116,2025-07-26,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",20976.27,Expense,Loss,Liability,Debit,Checking Account
TXN-10997,2025-07-26,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",116.28,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10120,2025-07-26,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,8669.29,Income,Profit,Asset,Credit,Wire Transfer
TXN-10536,2025-07-26,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,1956.5,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10601,2025-07-27,Household,Investment Returns,Stock dividend or savings interest payout,346.18,Income,Profit,Asset,Credit,Digital Wallet
TXN-10757,2025-07-27,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,227.82,Expense,Loss,Asset,Debit,Credit Card
TXN-10900,2025-07-27,Household,Salary / Wages,Monthly salary direct deposit,5491.1,Income,Profit,Asset,Credit,Wire Transfer
TXN-10313,2025-07-28,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",7091.66,Asset Acquisition,Neutral,Asset,Debit,Cash
TXN-11198,2025-07-28,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",254.24,Expense,Loss,Asset,Debit,Digital Wallet
TXN-11005,2025-07-28,Household,Credit Card Payment,Credit card balance payoff from checking account,1163.23,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10712,2025-07-28,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,1723.05,Equity Withdrawal,Neutral,Equity,Debit,Checking Account
TXN-10064,2025-07-28,Household,Investment Returns,Stock dividend or savings interest payout,247.96,Income,Profit,Asset,Credit,Credit Card
TXN-11130,2025-07-29,Household,Dining Out,Restaurant bill / food delivery,26.23,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10276,2025-07-30,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,4961.5,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10237,2025-07-30,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,8630.41,Income,Profit,Asset,Credit,Cash
TXN-10241,2025-07-31,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",70.79,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10662,2025-07-31,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,1502.87,Income,Profit,Asset,Credit,Credit Card
TXN-10605,2025-08-01,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3569.32,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10312,2025-08-01,Household,Dining Out,Restaurant bill / food delivery,83.77,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10778,2025-08-01,Business,Owner's Equity Injection,Capital contributed by business owner/investor,36956.41,Equity Injection,Neutral,Equity,Credit,ACH Transfer
TXN-10845,2025-08-01,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,3965.03,Equity Withdrawal,Neutral,Equity,Debit,ACH Transfer
TXN-10452,2025-08-02,Business,Loan Interest Expense,Interest charge on business debt/credit lines,181.12,Expense,Loss,Liability,Debit,Digital Wallet
TXN-11074,2025-08-02,Household,Utilities,"Electricity, water, and gas bills",177.75,Expense,Loss,Liability,Debit,Checking Account
TXN-11163,2025-08-02,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",24047.44,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10551,2025-08-02,Household,Utilities,"Electricity, water, and gas bills",208.41,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10664,2025-08-02,Business,Loan Interest Expense,Interest charge on business debt/credit lines,256.63,Expense,Loss,Liability,Debit,Credit Card
TXN-10211,2025-08-02,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2318.95,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-11034,2025-08-03,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",263.6,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10311,2025-08-03,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2262.02,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10076,2025-08-03,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2183.27,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10447,2025-08-03,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,230.85,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10915,2025-08-03,Household,Dining Out,Restaurant bill / food delivery,35.94,Expense,Loss,Asset,Debit,Wire Transfer
TXN-11079,2025-08-03,Household,Dining Out,Restaurant bill / food delivery,102.22,Expense,Loss,Asset,Debit,Checking Account
TXN-10882,2025-08-03,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,182.37,Expense,Loss,Asset,Debit,Checking Account
TXN-10527,2025-08-03,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",2463.41,Asset Acquisition,Neutral,Asset,Debit,Credit Card
TXN-10006,2025-08-03,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1161.32,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-11043,2025-08-04,Business,Product Sales Revenue,Direct cash/card sales to customers,3578.19,Income,Profit,Asset,Credit,Cash
TXN-11077,2025-08-04,Business,Product Sales Revenue,Direct cash/card sales to customers,3028.24,Income,Profit,Asset,Credit,Digital Wallet
TXN-10177,2025-08-04,Household,Salary / Wages,Monthly salary direct deposit,5378.16,Income,Profit,Asset,Credit,Checking Account
TXN-10161,2025-08-04,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",177.53,Expense,Loss,Asset,Debit,Checking Account
TXN-11098,2025-08-04,Business,Owner's Equity Injection,Capital contributed by business owner/investor,34198.09,Equity Injection,Neutral,Equity,Credit,Credit Card
TXN-11023,2025-08-05,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",540.95,Expense,Loss,Asset,Debit,Cash
TXN-10822,2025-08-05,Household,Utilities,"Electricity, water, and gas bills",232.69,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10067,2025-08-05,Business,Product Sales Revenue,Direct cash/card sales to customers,3180.17,Income,Profit,Asset,Credit,Digital Wallet
TXN-10627,2025-08-06,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2095.8,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10475,2025-08-07,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",1916.52,Asset Acquisition,Neutral,Asset,Debit,ACH Transfer
TXN-11092,2025-08-07,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,9123.94,Income,Profit,Asset,Credit,Checking Account
TXN-10859,2025-08-08,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,3991.79,Income,Profit,Asset,Credit,Checking Account
TXN-11057,2025-08-08,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",24237.21,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10818,2025-08-08,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,236.31,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10806,2025-08-08,Household,Credit Card Payment,Credit card balance payoff from checking account,1272.3,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10711,2025-08-09,Household,Investment Returns,Stock dividend or savings interest payout,229.93,Income,Profit,Asset,Credit,Wire Transfer
TXN-10961,2025-08-09,Household,Salary / Wages,Monthly salary direct deposit,5798.55,Income,Profit,Asset,Credit,Credit Card
TXN-10341,2025-08-09,Household,Credit Card Payment,Credit card balance payoff from checking account,787.02,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10339,2025-08-09,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",1464.5,Asset Acquisition,Neutral,Asset,Debit,Digital Wallet
TXN-10346,2025-08-10,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1173.82,Expense,Loss,Liability,Debit,Digital Wallet
TXN-11199,2025-08-10,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",9960.89,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10477,2025-08-11,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",2639.52,Asset Acquisition,Neutral,Asset,Debit,Checking Account
TXN-10962,2025-08-11,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",1852.6,Asset Acquisition,Neutral,Asset,Debit,Checking Account
TXN-10179,2025-08-11,Household,Dining Out,Restaurant bill / food delivery,33.49,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10113,2025-08-12,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,7668.3,Income,Profit,Asset,Credit,Wire Transfer
TXN-10047,2025-08-13,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,4518.15,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10206,2025-08-14,Business,Owner's Equity Injection,Capital contributed by business owner/investor,20331.77,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-10143,2025-08-14,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",78.78,Expense,Loss,Asset,Debit,Cash
TXN-11105,2025-08-14,Business,Office Rent & Lease,Commercial property rental fee,1706.88,Expense,Loss,Liability,Debit,Cash
TXN-10611,2025-08-15,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,1813.68,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10125,2025-08-15,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",369.91,Expense,Loss,Asset,Debit,Credit Card
TXN-11117,2025-08-16,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",646.77,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10426,2025-08-16,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,221.5,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10597,2025-08-17,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,268.74,Expense,Loss,Asset,Debit,Cash
TXN-10476,2025-08-17,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,403.3,Expense,Loss,Asset,Debit,Cash
TXN-10632,2025-08-17,Household,Groceries,Supermarket purchase (food/supplies),165.53,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10950,2025-08-17,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,1125.35,Income,Profit,Asset,Credit,Credit Card
TXN-10974,2025-08-17,Household,Investment Returns,Stock dividend or savings interest payout,31.86,Income,Profit,Asset,Credit,ACH Transfer
TXN-10984,2025-08-18,Household,Utilities,"Electricity, water, and gas bills",118.03,Expense,Loss,Liability,Debit,Credit Card
TXN-10191,2025-08-18,Business,Owner's Equity Injection,Capital contributed by business owner/investor,40681.98,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-10443,2025-08-18,Business,Owner's Equity Injection,Capital contributed by business owner/investor,32690.67,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-10787,2025-08-19,Household,Groceries,Supermarket purchase (food/supplies),95.19,Expense,Loss,Asset,Debit,Checking Account
TXN-10759,2025-08-19,Household,Credit Card Payment,Credit card balance payoff from checking account,969.86,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10401,2025-08-19,Household,Groceries,Supermarket purchase (food/supplies),230.9,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10502,2025-08-19,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1838.5,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10435,2025-08-19,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",546.5,Expense,Loss,Asset,Debit,Credit Card
TXN-11159,2025-08-20,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,691.9,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10890,2025-08-20,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,3991.51,Income,Profit,Asset,Credit,Checking Account
TXN-10800,2025-08-20,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",4661.36,Expense,Loss,Liability,Debit,Checking Account
TXN-11124,2025-08-21,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,129.55,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10852,2025-08-21,Household,Utilities,"Electricity, water, and gas bills",214.71,Expense,Loss,Liability,Debit,Checking Account
TXN-10587,2025-08-21,Business,Product Sales Revenue,Direct cash/card sales to customers,4452.58,Income,Profit,Asset,Credit,Wire Transfer
TXN-10318,2025-08-21,Household,Utilities,"Electricity, water, and gas bills",100.17,Expense,Loss,Liability,Debit,Credit Card
TXN-10016,2025-08-21,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",394.16,Expense,Loss,Asset,Debit,Cash
TXN-10802,2025-08-21,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,4761.22,Expense,Loss,Asset,Debit,Cash
TXN-10258,2025-08-22,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",23522.75,Expense,Loss,Liability,Debit,Credit Card
TXN-10812,2025-08-22,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",29.52,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11097,2025-08-22,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",8980.33,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10614,2025-08-22,Business,Office Rent & Lease,Commercial property rental fee,4037.6,Expense,Loss,Liability,Debit,Wire Transfer
TXN-11089,2025-08-22,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,346.26,Expense,Loss,Asset,Debit,Cash
TXN-10079,2025-08-23,Business,Product Sales Revenue,Direct cash/card sales to customers,1525.37,Income,Profit,Asset,Credit,Checking Account
TXN-10080,2025-08-23,Household,Salary / Wages,Monthly salary direct deposit,4674.06,Income,Profit,Asset,Credit,Wire Transfer
TXN-10766,2025-08-23,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3163.34,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10463,2025-08-23,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1066.57,Expense,Loss,Liability,Debit,Credit Card
TXN-11132,2025-08-23,Household,Credit Card Payment,Credit card balance payoff from checking account,1271.92,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10804,2025-08-23,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2142.71,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10668,2025-08-24,Business,Owner's Equity Injection,Capital contributed by business owner/investor,12570.51,Equity Injection,Neutral,Equity,Credit,Cash
TXN-10628,2025-08-24,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,134.23,Expense,Loss,Asset,Debit,Cash
TXN-10429,2025-08-25,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",622.24,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10732,2025-08-25,Household,Salary / Wages,Monthly salary direct deposit,5800.41,Income,Profit,Asset,Credit,Credit Card
TXN-10397,2025-08-25,Business,Product Sales Revenue,Direct cash/card sales to customers,2115.83,Income,Profit,Asset,Credit,Checking Account
TXN-11090,2025-08-26,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",63.3,Expense,Loss,Asset,Debit,Credit Card
TXN-10391,2025-08-26,Business,Owner's Equity Injection,Capital contributed by business owner/investor,38950.06,Equity Injection,Neutral,Equity,Credit,Wire Transfer
TXN-10181,2025-08-27,Business,Owner's Equity Injection,Capital contributed by business owner/investor,24600.85,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-10589,2025-08-28,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,2909.86,Equity Withdrawal,Neutral,Equity,Debit,Checking Account
TXN-10031,2025-08-28,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",4345.07,Asset Acquisition,Neutral,Asset,Debit,Wire Transfer
TXN-11113,2025-08-29,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,6963.1,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10235,2025-08-29,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1626.33,Expense,Loss,Liability,Debit,Cash
TXN-10218,2025-08-29,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",2751.44,Asset Acquisition,Neutral,Asset,Debit,Credit Card
TXN-11045,2025-08-29,Household,Utilities,"Electricity, water, and gas bills",91.81,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10619,2025-08-30,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1057.12,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10644,2025-08-31,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1222.9,Transfer,Neutral,Liability,Debit,Credit Card
